ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
ATL,"Atlanta, GA",PWM,"Portland, ME"
ATL,"Atlanta, GA",ROA,"Roanoke, VA"
ATL,"Atlanta, GA",ROC,"Rochester, NY"
ATL,"Atlanta, GA",SAT,"San Antonio, TX"
ATL,"Atlanta, GA",SAV,"Savannah, GA"
ATL,"Atlanta, GA",STL,"St. Louis, MO"
ATL,"Atlanta, GA",SYR,"Syracuse, NY"
ATL,"Atlanta, GA",TLH,"Tallahassee, FL"
ATL,"Atlanta, GA",TYS,"Knoxville, TN"
ATL,"Atlanta, GA",ALB,"Albany, NY"
ATL,"Atlanta, GA",AUS,"Austin, TX"
ATL,"Atlanta, GA",BNA,"Nashville, TN"
ATL,"Atlanta, GA",BTV,"Burlington, VT"
ATL,"Atlanta, GA",BUF,"Buffalo, NY"
ATL,"Atlanta, GA",CAE,"Columbia, SC"
ATL,"Atlanta, GA",CAK,"Akron, OH"
ATL,"Atlanta, GA",CHA,"Chattanooga, TN"
ATL,"Atlanta, GA",CHS,"Charleston, SC"
ATL,"Atlanta, GA",CID,"Cedar Rapids/Iowa City, IA"
ATL,"Atlanta, GA",CLE,"Cleveland, OH"
ATL,"Atlanta, GA",CVG,"Cincinnati, OH"
ATL,"Atlanta, GA",DAB,"Daytona Beach, FL"
ATL,"Atlanta, GA",DCA,"Washington, DC"
ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX"
ATL,"Atlanta, GA",DTW,"Detroit, MI"
ATL,"Atlanta, GA",ECP,"Panama City, FL"
ATL,"Atlanta, GA",EWR,"Newark, NJ"
ATL,"Atlanta, GA",FSD,"Sioux Falls, SD"
ATL,"Atlanta, GA",GRB,"Green Bay, WI"
ATL,"Atlanta, GA",GRR,"Grand Rapids, MI"
ATL,"Atlanta, GA",HOU,"Houston, TX"
ATL,"Atlanta, GA",IAD,"Washington, DC"
ATL,"Atlanta, GA",IAH,"Houston, TX"
ATL,"Atlanta, GA",IND,"Indianapolis, IN"
ATL,"Atlanta, GA",JAX,"Jacksonville, FL"
ATL,"Atlanta, GA",LEX,"Lexington, KY"
ATL,"Atlanta, GA",LGA,"New York, NY"
ATL,"Atlanta, GA",LIT,"Little Rock, AR"
ATL,"Atlanta, GA",MCI,"Kansas City, MO"
ATL,"Atlanta, GA",MDW,"Chicago, IL"
ATL,"Atlanta, GA",MEM,"Memphis, TN"
ATL,"Atlanta, GA",MIA,"Miami, FL"
ATL,"Atlanta, GA",MKE,"Milwaukee, WI"
ATL,"Atlanta, GA",MLB,"Melbourne, FL"
ATL,"Atlanta, GA",MSP,"Minneapolis, MN"
ATL,"Atlanta, GA",MSY,"New Orleans, LA"
ATL,"Atlanta, GA",MYR,"Myrtle Beach, SC"
ATL,"Atlanta, GA",OKC,"Oklahoma City, OK"
ATL,"Atlanta, GA",OMA,"Omaha, NE"
ATL,"Atlanta, GA",ORD,"Chicago, IL"
ATL,"Atlanta, GA",ORF,"Norfolk, VA"
ATL,"Atlanta, GA",PIT,"Pittsburgh, PA"
ATL,"Atlanta, GA",PVD,"Providence, RI"
ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC"
ATL,"Atlanta, GA",RIC,"Richmond, VA"
ATL,"Atlanta, GA",ROA,"Roanoke, VA"
ATL,"Atlanta, GA",ROC,"Rochester, NY"
ATL,"Atlanta, GA",RSW,"Fort Myers, FL"
ATL,"Atlanta, GA",SAT,"San Antonio, TX"
ATL,"Atlanta, GA",SAV,"Savannah, GA"
ATL,"Atlanta, GA",SDF,"Louisville, KY"
ATL,"Atlanta, GA",SLC,"Salt Lake City, UT"
ATL,"Atlanta, GA",ORD,"Chicago, IL"
ATL,"Atlanta, GA",IAH,"Houston, TX"
ATL,"Atlanta, GA",EWR,"Newark, NJ"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",IAD,"Washington, DC"
ATL,"Atlanta, GA",ORD,"Chicago, IL"
ATL,"Atlanta, GA",IAH,"Houston, TX"
ATL,"Atlanta, GA",EWR,"Newark, NJ"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",IAD,"Washington, DC"
ATL,"Atlanta, GA",IAH,"Houston, TX"
ATL,"Atlanta, GA",EWR,"Newark, NJ"
ATL,"Atlanta, GA",SFO,"San Francisco, CA"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",STL,"St. Louis, MO"
ATL,"Atlanta, GA",ORD,"Chicago, IL"
ATL,"Atlanta, GA",EWR,"Newark, NJ"
ATL,"Atlanta, GA",CLT,"Charlotte, NC"
ATL,"Atlanta, GA",PHL,"Philadelphia, PA"
ATL,"Atlanta, GA",IAD,"Washington, DC"
ATL,"Atlanta, GA",HHH,"Hilton Head, SC"
ATL,"Atlanta, GA",LEX,"Lexington, KY"
ATL,"Atlanta, GA",LGA,"New York, NY"
ATL,"Atlanta, GA",DCA,"Washington, DC"
ATL,"Atlanta, GA",EWR,"Newark, NJ"
ATL,"Atlanta, GA",IAD,"Washington, DC"
ATL,"Atlanta, GA",CLE,"Cleveland, OH"
ATL,"Atlanta, GA",MIA,"Miami, FL"
ATL,"Atlanta, GA",STL,"St. Louis, MO"
ATL,"Atlanta, GA",SAT,"San Antonio, TX"
ATL,"Atlanta, GA",CMH,"Columbus, OH"
ATL,"Atlanta, GA",TPA,"Tampa, FL"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",LAS,"Las Vegas, NV"
ATL,"Atlanta, GA",JAX,"Jacksonville, FL"
ATL,"Atlanta, GA",BWI,"Baltimore, MD"
ATL,"Atlanta, GA",GSP,"Greer, SC"
ATL,"Atlanta, GA",ECP,"Panama City, FL"
ATL,"Atlanta, GA",MKE,"Milwaukee, WI"
ATL,"Atlanta, GA",PUB,"Pueblo, CO"
ATL,"Atlanta, GA",MEM,"Memphis, TN"
ATL,"Atlanta, GA",IND,"Indianapolis, IN"
ATL,"Atlanta, GA",DAL,"Dallas, TX"
ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC"
ATL,"Atlanta, GA",HOU,"Houston, TX"
ATL,"Atlanta, GA",PHL,"Philadelphia, PA"
ATL,"Atlanta, GA",MSY,"New Orleans, LA"
ATL,"Atlanta, GA",PIT,"Pittsburgh, PA"
ATL,"Atlanta, GA",IAD,"Washington, DC"
ATL,"Atlanta, GA",BNA,"Nashville, TN"
ATL,"Atlanta, GA",LGA,"New York, NY"
ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL"
ATL,"Atlanta, GA",PHX,"Phoenix, AZ"
ATL,"Atlanta, GA",AUS,"Austin, TX"
ATL,"Atlanta, GA",MDW,"Chicago, IL"
ATL,"Atlanta, GA",SRQ,"Sarasota/Bradenton, FL"
ATL,"Atlanta, GA",MCI,"Kansas City, MO"
ATL,"Atlanta, GA",DCA,"Washington, DC"
ATL,"Atlanta, GA",RSW,"Fort Myers, FL"
ATL,"Atlanta, GA",PNS,"Pensacola, FL"
ATL,"Atlanta, GA",MCO,"Orlando, FL"
ATL,"Atlanta, GA",PBI,"West Palm Beach/Palm Beach, FL"
ATL,"Atlanta, GA",RIC,"Richmond, VA"
ATL,"Atlanta, GA",LIT,"Little Rock, AR"
ATL,"Atlanta, GA",JAN,"Jackson/Vicksburg, MS"
ATL,"Atlanta, GA",SJU,"San Juan, PR"
ATL,"Atlanta, GA",CVG,"Cincinnati, OH"
ATL,"Atlanta, GA",HVN,"New Haven, CT"
ATL,"Atlanta, GA",CVG,"Cincinnati, OH"
ATL,"Atlanta, GA",SRQ,"Sarasota/Bradenton, FL"
ATL,"Atlanta, GA",STL,"St. Louis, MO"
ATL,"Atlanta, GA",SYR,"Syracuse, NY"
ATL,"Atlanta, GA",TLH,"Tallahassee, FL"
ATL,"Atlanta, GA",TYS,"Knoxville, TN"
ATL,"Atlanta, GA",ABQ,"Albuquerque, NM"
ATL,"Atlanta, GA",ALB,"Albany, NY"
ATL,"Atlanta, GA",AUS,"Austin, TX"
ATL,"Atlanta, GA",BDL,"Hartford, CT"
ATL,"Atlanta, GA",BOI,"Boise, ID"
ATL,"Atlanta, GA",BOS,"Boston, MA"
ATL,"Atlanta, GA",BUF,"Buffalo, NY"
ATL,"Atlanta, GA",BWI,"Baltimore, MD"
ATL,"Atlanta, GA",BZN,"Bozeman, MT"
ATL,"Atlanta, GA",CAE,"Columbia, SC"
ATL,"Atlanta, GA",CHS,"Charleston, SC"
ATL,"Atlanta, GA",CLE,"Cleveland, OH"
ATL,"Atlanta, GA",COS,"Colorado Springs, CO"
ATL,"Atlanta, GA",DAB,"Daytona Beach, FL"
ATL,"Atlanta, GA",DCA,"Washington, DC"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX"
ATL,"Atlanta, GA",DTW,"Detroit, MI"
ATL,"Atlanta, GA",ECP,"Panama City, FL"
ATL,"Atlanta, GA",EWR,"Newark, NJ"
ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL"
ATL,"Atlanta, GA",GEG,"Spokane, WA"
ATL,"Atlanta, GA",GRR,"Grand Rapids, MI"
ATL,"Atlanta, GA",IAH,"Houston, TX"
ATL,"Atlanta, GA",IND,"Indianapolis, IN"
ATL,"Atlanta, GA",JAX,"Jacksonville, FL"
ATL,"Atlanta, GA",JFK,"New York, NY"
ATL,"Atlanta, GA",LAS,"Las Vegas, NV"
ATL,"Atlanta, GA",LAX,"Los Angeles, CA"
ATL,"Atlanta, GA",LGA,"New York, NY"
ATL,"Atlanta, GA",MCI,"Kansas City, MO"
ATL,"Atlanta, GA",MCO,"Orlando, FL"
ATL,"Atlanta, GA",MEM,"Memphis, TN"
ATL,"Atlanta, GA",MIA,"Miami, FL"
ATL,"Atlanta, GA",MKE,"Milwaukee, WI"
ATL,"Atlanta, GA",MSP,"Minneapolis, MN"
ATL,"Atlanta, GA",MSY,"New Orleans, LA"
ATL,"Atlanta, GA",MYR,"Myrtle Beach, SC"
ATL,"Atlanta, GA",OMA,"Omaha, NE"
ATL,"Atlanta, GA",ONT,"Ontario, CA"
ATL,"Atlanta, GA",ORD,"Chicago, IL"
ATL,"Atlanta, GA",ORF,"Norfolk, VA"
ATL,"Atlanta, GA",PBI,"West Palm Beach/Palm Beach, FL"
ATL,"Atlanta, GA",PHX,"Phoenix, AZ"
ATL,"Atlanta, GA",PIT,"Pittsburgh, PA"
ATL,"Atlanta, GA",PVD,"Providence, RI"
ATL,"Atlanta, GA",PWM,"Portland, ME"
ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC"
ATL,"Atlanta, GA",ROC,"Rochester, NY"
ATL,"Atlanta, GA",RSW,"Fort Myers, FL"
ATL,"Atlanta, GA",SAN,"San Diego, CA"
ATL,"Atlanta, GA",SAT,"San Antonio, TX"
ATL,"Atlanta, GA",SAV,"Savannah, GA"
ATL,"Atlanta, GA",SDF,"Louisville, KY"
ATL,"Atlanta, GA",SJU,"San Juan, PR"
ATL,"Atlanta, GA",SLC,"Salt Lake City, UT"
ATL,"Atlanta, GA",SRQ,"Sarasota/Bradenton, FL"
ATL,"Atlanta, GA",STL,"St. Louis, MO"
ATL,"Atlanta, GA",SYR,"Syracuse, NY"
ATL,"Atlanta, GA",TLH,"Tallahassee, FL"
ATL,"Atlanta, GA",TPA,"Tampa, FL"
ATL,"Atlanta, GA",TUS,"Tucson, AZ"
ATL,"Atlanta, GA",TYS,"Knoxville, TN"
ATL,"Atlanta, GA",BOS,"Boston, MA"
ATL,"Atlanta, GA",JFK,"New York, NY"
ATL,"Atlanta, GA",MSP,"Minneapolis, MN"
ATL,"Atlanta, GA",SEA,"Seattle, WA"
ATL,"Atlanta, GA",DTW,"Detroit, MI"
ATL,"Atlanta, GA",LAX,"Los Angeles, CA"
ATL,"Atlanta, GA",BOS,"Boston, MA"
ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL"
ATL,"Atlanta, GA",JFK,"New York, NY"
ATL,"Atlanta, GA",MCO,"Orlando, FL"
ATL,"Atlanta, GA",MSP,"Minneapolis, MN"
ATL,"Atlanta, GA",SJU,"San Juan, PR"
ATL,"Atlanta, GA",ANC,"Anchorage, AK"
ATL,"Atlanta, GA",BOS,"Boston, MA"
ATL,"Atlanta, GA",DTW,"Detroit, MI"
ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL"
ATL,"Atlanta, GA",JAX,"Jacksonville, FL"
ATL,"Atlanta, GA",LAS,"Las Vegas, NV"
ATL,"Atlanta, GA",LAX,"Los Angeles, CA"
ATL,"Atlanta, GA",MCO,"Orlando, FL"
ATL,"Atlanta, GA",ORF,"Norfolk, VA"
ATL,"Atlanta, GA",SEA,"Seattle, WA"
ATL,"Atlanta, GA",SFO,"San Francisco, CA"
ATL,"Atlanta, GA",SLC,"Salt Lake City, UT"
ATL,"Atlanta, GA",TPA,"Tampa, FL"
ATL,"Atlanta, GA",DTW,"Detroit, MI"
ATL,"Atlanta, GA",SLC,"Salt Lake City, UT"
ATL,"Atlanta, GA",BOS,"Boston, MA"
ATL,"Atlanta, GA",BOS,"Boston, MA"
ATL,"Atlanta, GA",JFK,"New York, NY"
ATL,"Atlanta, GA",SEA,"Seattle, WA"
ATL,"Atlanta, GA",RIC,"Richmond, VA"
ATL,"Atlanta, GA",BOS,"Boston, MA"
ATL,"Atlanta, GA",BWI,"Baltimore, MD"
ATL,"Atlanta, GA",CPS,"St. Louis, MO"
ATL,"Atlanta, GA",CVG,"Cincinnati, OH"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX"
ATL,"Atlanta, GA",IAD,"Washington, DC"
ATL,"Atlanta, GA",MDW,"Chicago, IL"
ATL,"Atlanta, GA",PHL,"Philadelphia, PA"
ATL,"Atlanta, GA",SFO,"San Francisco, CA"
ATL,"Atlanta, GA",LAX,"Los Angeles, CA"
ATL,"Atlanta, GA",DTW,"Detroit, MI"
ATL,"Atlanta, GA",JFK,"New York, NY"
ATL,"Atlanta, GA",ABE,"Allentown/Bethlehem/Easton, PA"
ATL,"Atlanta, GA",AGS,"Augusta, GA"
ATL,"Atlanta, GA",BMI,"Bloomington/Normal, IL"
ATL,"Atlanta, GA",CAE,"Columbia, SC"
ATL,"Atlanta, GA",CHA,"Chattanooga, TN"
ATL,"Atlanta, GA",CHO,"Charlottesville, VA"
ATL,"Atlanta, GA",DAY,"Dayton, OH"
ATL,"Atlanta, GA",EVV,"Evansville, IN"
ATL,"Atlanta, GA",FAY,"Fayetteville, NC"
ATL,"Atlanta, GA",GNV,"Gainesville, FL"
ATL,"Atlanta, GA",GPT,"Gulfport/Biloxi, MS"
ATL,"Atlanta, GA",HPN,"White Plains, NY"
ATL,"Atlanta, GA",ILM,"Wilmington, NC"
ATL,"Atlanta, GA",IND,"Indianapolis, IN"
ATL,"Atlanta, GA",JFK,"New York, NY"
ATL,"Atlanta, GA",LEX,"Lexington, KY"
ATL,"Atlanta, GA",LFT,"Lafayette, LA"
ATL,"Atlanta, GA",MGM,"Montgomery, AL"
ATL,"Atlanta, GA",MIA,"Miami, FL"
ATL,"Atlanta, GA",MLI,"Moline, IL"
ATL,"Atlanta, GA",OAJ,"Jacksonville/Camp Lejeune, NC"
ATL,"Atlanta, GA",OMA,"Omaha, NE"
ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC"
ATL,"Atlanta, GA",ROA,"Roanoke, VA"
ATL,"Atlanta, GA",SGF,"Springfield, MO"
ATL,"Atlanta, GA",SHV,"Shreveport, LA"
ATL,"Atlanta, GA",TLH,"Tallahassee, FL"
ATL,"Atlanta, GA",TRI,"Bristol/Johnson City/Kingsport, TN"
ATL,"Atlanta, GA",TYS,"Knoxville, TN"
ATL,"Atlanta, GA",XNA,"Fayetteville, AR"
ATL,"Atlanta, GA",ABY,"Albany, GA"
ATL,"Atlanta, GA",AEX,"Alexandria, LA"
ATL,"Atlanta, GA",BQK,"Brunswick, GA"
ATL,"Atlanta, GA",BTR,"Baton Rouge, LA"
ATL,"Atlanta, GA",CHA,"Chattanooga, TN"
ATL,"Atlanta, GA",CHO,"Charlottesville, VA"
ATL,"Atlanta, GA",CRW,"Charleston/Dunbar, WV"
ATL,"Atlanta, GA",CSG,"Columbus, GA"
ATL,"Atlanta, GA",DHN,"Dothan, AL"
ATL,"Atlanta, GA",EVV,"Evansville, IN"
ATL,"Atlanta, GA",FAY,"Fayetteville, NC"
ATL,"Atlanta, GA",FWA,"Fort Wayne, IN"
ATL,"Atlanta, GA",GTR,"Columbus, MS"
ATL,"Atlanta, GA",ILM,"Wilmington, NC"
ATL,"Atlanta, GA",LEX,"Lexington, KY"
ATL,"Atlanta, GA",LFT,"Lafayette, LA"
ATL,"Atlanta, GA",MGM,"Montgomery, AL"
ATL,"Atlanta, GA",MLU,"Monroe, LA"
ATL,"Atlanta, GA",MOB,"Mobile, AL"
ATL,"Atlanta, GA",OAJ,"Jacksonville/Camp Lejeune, NC"
ATL,"Atlanta, GA",ROA,"Roanoke, VA"
ATL,"Atlanta, GA",SBN,"South Bend, IN"
ATL,"Atlanta, GA",SHV,"Shreveport, LA"
ATL,"Atlanta, GA",TRI,"Bristol/Johnson City/Kingsport, TN"
ATL,"Atlanta, GA",TYS,"Knoxville, TN"
ATL,"Atlanta, GA",VLD,"Valdosta, GA"
ATL,"Atlanta, GA",ABE,"Allentown/Bethlehem/Easton, PA"
ATL,"Atlanta, GA",AGS,"Augusta, GA"
ATL,"Atlanta, GA",BMI,"Bloomington/Normal, IL"
ATL,"Atlanta, GA",CHA,"Chattanooga, TN"
ATL,"Atlanta, GA",CHO,"Charlottesville, VA"
ATL,"Atlanta, GA",DAY,"Dayton, OH"
ATL,"Atlanta, GA",DHN,"Dothan, AL"
ATL,"Atlanta, GA",EVV,"Evansville, IN"
ATL,"Atlanta, GA",GPT,"Gulfport/Biloxi, MS"
ATL,"Atlanta, GA",HPN,"White Plains, NY"
ATL,"Atlanta, GA",ILM,"Wilmington, NC"
ATL,"Atlanta, GA",LEX,"Lexington, KY"
ATL,"Atlanta, GA",LFT,"Lafayette, LA"
ATL,"Atlanta, GA",MGM,"Montgomery, AL"
ATL,"Atlanta, GA",MLI,"Moline, IL"
ATL,"Atlanta, GA",MOB,"Mobile, AL"
ATL,"Atlanta, GA",PWM,"Portland, ME"
ATL,"Atlanta, GA",ROA,"Roanoke, VA"
ATL,"Atlanta, GA",SHV,"Shreveport, LA"
ATL,"Atlanta, GA",TLH,"Tallahassee, FL"
ATL,"Atlanta, GA",TRI,"Bristol/Johnson City/Kingsport, TN"
ATL,"Atlanta, GA",TYS,"Knoxville, TN"
ATL,"Atlanta, GA",XNA,"Fayetteville, AR"
ATL,"Atlanta, GA",SEA,"Seattle, WA"
ATL,"Atlanta, GA",SEA,"Seattle, WA"
ATL,"Atlanta, GA",SEA,"Seattle, WA"
ATL,"Atlanta, GA",MIA,"Miami, FL"
ATL,"Atlanta, GA",STL,"St. Louis, MO"
ATL,"Atlanta, GA",SAT,"San Antonio, TX"
ATL,"Atlanta, GA",CMH,"Columbus, OH"
ATL,"Atlanta, GA",OMA,"Omaha, NE"
ATL,"Atlanta, GA",TPA,"Tampa, FL"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",LAS,"Las Vegas, NV"
ATL,"Atlanta, GA",SAN,"San Diego, CA"
ATL,"Atlanta, GA",JAX,"Jacksonville, FL"
ATL,"Atlanta, GA",BWI,"Baltimore, MD"
ATL,"Atlanta, GA",GSP,"Greer, SC"
ATL,"Atlanta, GA",MYR,"Myrtle Beach, SC"
ATL,"Atlanta, GA",MEM,"Memphis, TN"
ATL,"Atlanta, GA",IND,"Indianapolis, IN"
ATL,"Atlanta, GA",DAL,"Dallas, TX"
ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC"
ATL,"Atlanta, GA",HOU,"Houston, TX"
ATL,"Atlanta, GA",PHL,"Philadelphia, PA"
ATL,"Atlanta, GA",MSY,"New Orleans, LA"
ATL,"Atlanta, GA",PIT,"Pittsburgh, PA"
ATL,"Atlanta, GA",IAD,"Washington, DC"
ATL,"Atlanta, GA",BNA,"Nashville, TN"
ATL,"Atlanta, GA",LGA,"New York, NY"
ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL"
ATL,"Atlanta, GA",PHX,"Phoenix, AZ"
ATL,"Atlanta, GA",AUS,"Austin, TX"
ATL,"Atlanta, GA",MDW,"Chicago, IL"
ATL,"Atlanta, GA",SRQ,"Sarasota/Bradenton, FL"
ATL,"Atlanta, GA",MCI,"Kansas City, MO"
ATL,"Atlanta, GA",ICT,"Wichita, KS"
ATL,"Atlanta, GA",DCA,"Washington, DC"
ATL,"Atlanta, GA",RSW,"Fort Myers, FL"
ATL,"Atlanta, GA",MCO,"Orlando, FL"
ATL,"Atlanta, GA",PBI,"West Palm Beach/Palm Beach, FL"
ATL,"Atlanta, GA",RIC,"Richmond, VA"
ATL,"Atlanta, GA",SDF,"Louisville, KY"
ATL,"Atlanta, GA",OKC,"Oklahoma City, OK"
ATL,"Atlanta, GA",LIT,"Little Rock, AR"
ATL,"Atlanta, GA",JAN,"Jackson/Vicksburg, MS"
ATL,"Atlanta, GA",CLE,"Cleveland, OH"
ATL,"Atlanta, GA",MIA,"Miami, FL"
ATL,"Atlanta, GA",STL,"St. Louis, MO"
ATL,"Atlanta, GA",SAT,"San Antonio, TX"
ATL,"Atlanta, GA",CMH,"Columbus, OH"
ATL,"Atlanta, GA",TPA,"Tampa, FL"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",JAX,"Jacksonville, FL"
ATL,"Atlanta, GA",BWI,"Baltimore, MD"
ATL,"Atlanta, GA",GSP,"Greer, SC"
ATL,"Atlanta, GA",MKE,"Milwaukee, WI"
ATL,"Atlanta, GA",MEM,"Memphis, TN"
ATL,"Atlanta, GA",IND,"Indianapolis, IN"
ATL,"Atlanta, GA",DAL,"Dallas, TX"
ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC"
ATL,"Atlanta, GA",HOU,"Houston, TX"
ATL,"Atlanta, GA",MSY,"New Orleans, LA"
ATL,"Atlanta, GA",LGA,"New York, NY"
ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL"
ATL,"Atlanta, GA",PHX,"Phoenix, AZ"
ATL,"Atlanta, GA",AUS,"Austin, TX"
ATL,"Atlanta, GA",MDW,"Chicago, IL"
ATL,"Atlanta, GA",SRQ,"Sarasota/Bradenton, FL"
ATL,"Atlanta, GA",MCO,"Orlando, FL"
ATL,"Atlanta, GA",PBI,"West Palm Beach/Palm Beach, FL"
ATL,"Atlanta, GA",RIC,"Richmond, VA"
ATL,"Atlanta, GA",LIT,"Little Rock, AR"
ATL,"Atlanta, GA",JAN,"Jackson/Vicksburg, MS"
ATL,"Atlanta, GA",TPA,"Tampa, FL"
ATL,"Atlanta, GA",PHL,"Philadelphia, PA"
ATL,"Atlanta, GA",SDF,"Louisville, KY"
ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC"
ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX"
ATL,"Atlanta, GA",SDF,"Louisville, KY"
ATL,"Atlanta, GA",SDF,"Louisville, KY"
ATL,"Atlanta, GA",SJU,"San Juan, PR"
ATL,"Atlanta, GA",CLE,"Cleveland, OH"
ATL,"Atlanta, GA",DTW,"Detroit, MI"
ATL,"Atlanta, GA",CVG,"Cincinnati, OH"
ATL,"Atlanta, GA",BUF,"Buffalo, NY"
ATL,"Atlanta, GA",MIA,"Miami, FL"
ATL,"Atlanta, GA",STL,"St. Louis, MO"
ATL,"Atlanta, GA",SAT,"San Antonio, TX"
ATL,"Atlanta, GA",IAH,"Houston, TX"
ATL,"Atlanta, GA",TPA,"Tampa, FL"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",BWI,"Baltimore, MD"
ATL,"Atlanta, GA",ISP,"Islip, NY"
ATL,"Atlanta, GA",PHL,"Philadelphia, PA"
ATL,"Atlanta, GA",PVD,"Providence, RI"
ATL,"Atlanta, GA",MSY,"New Orleans, LA"
ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX"
ATL,"Atlanta, GA",BDL,"Hartford, CT"
ATL,"Atlanta, GA",LGA,"New York, NY"
ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL"
ATL,"Atlanta, GA",PHX,"Phoenix, AZ"
ATL,"Atlanta, GA",SFO,"San Francisco, CA"
ATL,"Atlanta, GA",SWF,"Newburgh/Poughkeepsie, NY"
ATL,"Atlanta, GA",MCO,"Orlando, FL"
ATL,"Atlanta, GA",MIA,"Miami, FL"
ATL,"Atlanta, GA",PHL,"Philadelphia, PA"
ATL,"Atlanta, GA",MCO,"Orlando, FL"
ATL,"Atlanta, GA",CLE,"Cleveland, OH"
ATL,"Atlanta, GA",DTW,"Detroit, MI"
ATL,"Atlanta, GA",CVG,"Cincinnati, OH"
ATL,"Atlanta, GA",BUF,"Buffalo, NY"
ATL,"Atlanta, GA",MIA,"Miami, FL"
ATL,"Atlanta, GA",STL,"St. Louis, MO"
ATL,"Atlanta, GA",SAT,"San Antonio, TX"
ATL,"Atlanta, GA",IAH,"Houston, TX"
ATL,"Atlanta, GA",TPA,"Tampa, FL"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",LAS,"Las Vegas, NV"
ATL,"Atlanta, GA",BWI,"Baltimore, MD"
ATL,"Atlanta, GA",TTN,"Trenton, NJ"
ATL,"Atlanta, GA",ISP,"Islip, NY"
ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC"
ATL,"Atlanta, GA",PHL,"Philadelphia, PA"
ATL,"Atlanta, GA",PVD,"Providence, RI"
ATL,"Atlanta, GA",MSY,"New Orleans, LA"
ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX"
ATL,"Atlanta, GA",BDL,"Hartford, CT"
ATL,"Atlanta, GA",LGA,"New York, NY"
ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL"
ATL,"Atlanta, GA",PHX,"Phoenix, AZ"
ATL,"Atlanta, GA",SFO,"San Francisco, CA"
ATL,"Atlanta, GA",MDW,"Chicago, IL"
ATL,"Atlanta, GA",SWF,"Newburgh/Poughkeepsie, NY"
ATL,"Atlanta, GA",MCO,"Orlando, FL"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",ANI,"Aniak, AK"
ATT,"Atmautluak, AK",KSM,"St. Mary's, AK"
ATT,"Atmautluak, AK",MLL,"Marshall, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",KUK,"Kasigluk, AK"
ATT,"Atmautluak, AK",NUP,"Nunapitchuk, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",KKI,"Akiachak, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",NUP,"Nunapitchuk, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",KWN,"Quinhagak, AK"
ATT,"Atmautluak, AK",WTL,"Tuntutuliak, AK"
ATT,"Atmautluak, AK",KUK,"Kasigluk, AK"
ATT,"Atmautluak, AK",NUP,"Nunapitchuk, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",KUK,"Kasigluk, AK"
